u_center,n,tau,YEAR,GRADE,YEAR_STRATUM
0.375,1255,0.1159,2026,4,ilearn_2026
0.395,1241,0.1081,2026,4,ilearn_2026
0.415,1282,0.1018,2026,4,ilearn_2026
0.435,1342,0.1208,2026,4,ilearn_2026
0.455,1225,0.0937,2026,4,ilearn_2026
0.475,1265,0.0895,2026,4,ilearn_2026
0.495,1295,0.0949,2026,4,ilearn_2026
0.515,1346,0.1307,2026,4,ilearn_2026
0.535,1295,0.1113,2026,4,ilearn_2026
0.555,1317,0.0907,2026,4,ilearn_2026
0.575,1311,0.0586,2026,4,ilearn_2026
0.595,1288,0.0762,2026,4,ilearn_2026
0.615,1284,0.0579,2026,4,ilearn_2026
0.635,1323,0.0832,2026,4,ilearn_2026
0.655,1287,0.1031,2026,4,ilearn_2026
0.675,1355,0.0926,2026,4,ilearn_2026
0.695,1312,0.0842,2026,4,ilearn_2026
0.715,1293,0.0648,2026,4,ilearn_2026
0.735,1274,0.0797,2026,4,ilearn_2026
0.755,1323,0.111,2026,4,ilearn_2026
0.775,1269,0.0847,2026,4,ilearn_2026
0.795,1249,0.1072,2026,4,ilearn_2026
0.815,1257,0.1306,2026,4,ilearn_2026
0.835,1276,0.152,2026,4,ilearn_2026
0.855,1230,0.1461,2026,4,ilearn_2026
0.875,1332,0.1578,2026,4,ilearn_2026
0.895,1236,0.1698,2026,4,ilearn_2026
0.915,1269,0.1887,2026,4,ilearn_2026
0.075,1508,0.1721,2026,3,ilearn_2026
0.095,1527,0.1469,2026,3,ilearn_2026
0.115,1516,0.1391,2026,3,ilearn_2026
0.135,1526,0.1517,2026,3,ilearn_2026
0.155,1538,0.1541,2026,3,ilearn_2026
0.175,1528,0.1689,2026,3,ilearn_2026
0.195,1493,0.1484,2026,3,ilearn_2026
0.215,1505,0.1754,2026,3,ilearn_2026
0.235,1516,0.1395,2026,3,ilearn_2026
0.255,1485,0.1233,2026,3,ilearn_2026
0.275,1488,0.1171,2026,3,ilearn_2026
0.295,1523,0.0922,2026,3,ilearn_2026
0.315,1542,0.1284,2026,3,ilearn_2026
0.335,1520,0.1405,2026,3,ilearn_2026
0.355,1484,0.141,2026,3,ilearn_2026
0.375,1565,0.1402,2026,3,ilearn_2026
0.395,1553,0.1329,2026,3,ilearn_2026
0.415,1550,0.0973,2026,3,ilearn_2026
0.435,1543,0.1072,2026,3,ilearn_2026
0.455,1585,0.1132,2026,3,ilearn_2026
0.475,1546,0.1124,2026,3,ilearn_2026
0.495,1572,0.1382,2026,3,ilearn_2026
0.515,1514,0.1525,2026,3,ilearn_2026
0.535,1506,0.1333,2026,3,ilearn_2026
0.555,1506,0.1239,2026,3,ilearn_2026
0.575,1487,0.1,2026,3,ilearn_2026
0.595,1485,0.1135,2026,3,ilearn_2026
0.615,1505,0.0875,2026,3,ilearn_2026
0.635,1502,0.0822,2026,3,ilearn_2026
0.655,1473,0.089,2026,3,ilearn_2026
0.675,1437,0.1,2026,3,ilearn_2026
0.695,1568,0.1233,2026,3,ilearn_2026
0.715,1457,0.1107,2026,3,ilearn_2026
0.735,1520,0.1273,2026,3,ilearn_2026
0.755,1460,0.15,2026,3,ilearn_2026
0.775,1480,0.1528,2026,3,ilearn_2026
0.795,1498,0.1482,2026,3,ilearn_2026
0.815,1495,0.1483,2026,3,ilearn_2026
0.835,1482,0.1397,2026,3,ilearn_2026
0.855,1551,0.1531,2026,3,ilearn_2026
0.875,1464,0.149,2026,3,ilearn_2026
0.895,1507,0.1744,2026,3,ilearn_2026
0.915,1488,0.2116,2026,3,ilearn_2026
