cut,n_below,n_above,tau_below,tau_above,tau_gap,ilearn_prof_below,ilearn_prof_above,ilearn_pctile_below,ilearn_pctile_above,YEAR,GRADE,YEAR_STRATUM
3.9,3006,4462,0.3262,0.3965,0.0704,0.009,0.268,23.718,68.0546,2021,4,primary
4,3006,4462,0.3262,0.3965,0.0704,0.009,0.268,23.718,68.0546,2021,4,primary
4.1,3444,4024,0.3521,0.3721,0.02,0.0134,0.2925,26.369,70.9934,2021,4,primary
4.2,3728,3740,0.3677,0.3541,-0.0136,0.015,0.312,27.7547,72.2921,2021,4,primary
4.3,4397,3071,0.4033,0.3191,-0.0842,0.0257,0.3614,31.5839,76.0744,2021,4,primary
4.4,4397,3071,0.4033,0.3191,-0.0842,0.0257,0.3614,31.5839,76.0744,2021,4,primary
4.5,4688,2780,0.417,0.3036,-0.1134,0.032,0.386,33.0767,77.8351,2021,4,primary
4.6,5102,2366,0.4386,0.2882,-0.1504,0.0433,0.4235,35.4867,79.5622,2021,4,primary
4.7,5395,2073,0.4528,0.2726,-0.1802,0.0523,0.4539,37.5619,81.3362,2021,4,primary
4.8,5928,1540,0.4776,0.2485,-0.2291,0.0717,0.5182,40.6078,84.2784,2021,4,primary
4.9,5928,1540,0.4776,0.2485,-0.2291,0.0717,0.5182,40.6078,84.2784,2021,4,primary
5,6144,1324,0.4863,0.2479,-0.2385,0.0817,0.5446,41.7727,85.6005,2021,4,primary
5.1,6389,1079,0.4958,0.2188,-0.277,0.0919,0.5894,43.2789,87.4013,2021,4,primary
5.2,6513,955,0.5007,0.2055,-0.2952,0.0975,0.6157,44.0822,88.5326,2021,4,primary
5.3,6811,657,0.516,0.1966,-0.3194,0.1153,0.6667,46.0637,89.7644,2021,4,primary
5.4,6811,657,0.516,0.1966,-0.3194,0.1153,0.6667,46.0637,89.7644,2021,4,primary
5.5,6900,568,0.5199,0.1945,-0.3253,0.1207,0.6866,46.5792,90.3836,2021,4,primary
2,553,5590,0.0428,0.4829,0.4401,0.0018,0.085,10.8561,54.1341,2023,6,primary
2.1,633,5510,0.0655,0.4758,0.4103,0.0016,0.0862,11.1898,54.891,2023,6,primary
2.2,688,5455,0.0714,0.4702,0.3988,0.0015,0.0871,11.5153,55.5501,2023,6,primary
2.3,756,5387,0.1055,0.4652,0.3597,0.0013,0.0882,11.8571,56.0059,2023,6,primary
2.4,852,5291,0.1196,0.4557,0.3361,0.0012,0.0898,12.207,56.543,2023,6,primary
2.5,928,5215,0.1543,0.4502,0.2959,0.0011,0.0911,13.1266,57.1289,2023,6,primary
2.6,1018,5125,0.1643,0.4421,0.2778,0.001,0.0927,13.1266,58.1136,2023,6,primary
2.7,1148,4995,0.1796,0.4296,0.25,9e-04,0.0951,13.8672,58.8135,2023,6,primary
2.8,1246,4897,0.2139,0.4242,0.2103,0.0024,0.0966,14.6484,59.4971,2023,6,primary
2.9,1390,4753,0.2259,0.4093,0.1833,0.0022,0.0995,15.4989,60.8236,2023,6,primary
3,1525,4618,0.2457,0.3969,0.1512,0.0026,0.1022,16.4062,61.3932,2023,6,primary
3.1,1764,4379,0.2965,0.3852,0.0887,0.0045,0.1069,18.7826,63.1429,2023,6,primary
3.2,1984,4159,0.3262,0.3743,0.048,0.005,0.112,20.6624,64.4206,2023,6,primary
3.3,2267,3876,0.3367,0.3545,0.0178,0.0057,0.1195,22.5423,66.1784,2023,6,primary
3.4,2592,3551,0.3682,0.3431,-0.0251,0.0066,0.1293,24.6745,68.2129,2023,6,primary
3.5,2899,3244,0.3844,0.3237,-0.0607,0.0072,0.1403,27.0915,70.3206,2023,6,primary
3.6,3250,2893,0.4012,0.3043,-0.0969,0.0089,0.1545,29.6387,72.64,2023,6,primary
3.7,3581,2562,0.4162,0.2943,-0.1218,0.0123,0.1686,31.9417,74.2676,2023,6,primary
3.8,3964,2179,0.4306,0.2818,-0.1488,0.0161,0.1891,34.3831,76.709,2023,6,primary
3.9,4315,1828,0.4386,0.2588,-0.1797,0.0213,0.2101,36.8896,78.7272,2023,6,primary
4,4711,1432,0.4576,0.2632,-0.1944,0.0295,0.2353,39.5996,81.7627,2023,6,primary
4.1,5029,1114,0.4699,0.2592,-0.2108,0.0328,0.2792,41.9759,84.1146,2023,6,primary
4.2,5230,913,0.4785,0.2692,-0.2093,0.0359,0.3154,43.6198,85.026,2023,6,primary
4.3,5634,509,0.4938,0.2219,-0.2719,0.0461,0.4244,46.5739,89.7949,2023,6,primary
4.4,5634,509,0.4938,0.2219,-0.2719,0.0461,0.4244,46.5739,89.7949,2023,6,primary
4.5,5757,386,0.4991,0.1883,-0.3108,0.0512,0.4689,47.1761,91.1784,2023,6,primary
4.6,5885,258,0.5076,0.198,-0.3096,0.0588,0.5039,48.112,92.513,2023,6,primary
4.7,5959,184,0.513,0.2103,-0.3028,0.0629,0.5489,48.7386,94.2993,2023,6,primary
4.8,6031,112,0.5183,0.2039,-0.3143,0.0681,0.5804,49.292,95.0195,2023,6,primary
4.9,6068,75,0.5218,0.2426,-0.2792,0.071,0.6,49.292,97.168,2023,6,primary
5,6091,52,0.5237,0.2481,-0.2756,0.0726,0.6538,49.7721,97.9655,2023,6,primary
5.1,6115,28,0.5263,,,0.0744,,49.7721,,2023,6,primary
5.2,6123,20,0.527,,,0.075,,49.7721,,2023,6,primary
5.3,6131,12,0.528,,,0.0758,,49.7721,,2023,6,primary
5.4,6134,,0.5284,,,0.0761,,49.7721,,2023,6,primary
5.5,6136,,0.5287,,,0.0764,,49.7721,,2023,6,primary
2,448,6374,0.0869,0.5204,0.4335,0,0.1297,8.9184,53.2537,2022,5,primary
2.1,476,6346,0.0699,0.5175,0.4476,0,0.1303,8.6765,53.5542,2022,5,primary
2.2,512,6310,0.1044,0.5151,0.4107,0,0.1311,9.1455,53.5542,2022,5,primary
2.3,546,6276,0.1205,0.5128,0.3922,0,0.1318,9.4313,54.0451,2022,5,primary
2.4,596,6226,0.1481,0.5099,0.3618,0.0017,0.1327,9.7245,54.4995,2022,5,primary
2.5,637,6185,0.1564,0.5064,0.35,0.0016,0.1335,10.0689,54.4995,2022,5,primary
2.6,691,6131,0.1629,0.5023,0.3393,0.0014,0.1347,10.0689,54.9758,2022,5,primary
2.7,745,6077,0.1594,0.4971,0.3377,0.0013,0.1359,10.4499,55.4521,2022,5,primary
2.8,802,6020,0.1721,0.4924,0.3203,0.0012,0.1372,10.9702,56.0091,2022,5,primary
2.9,848,5974,0.1818,0.4889,0.307,0.0012,0.1383,10.9702,56.0091,2022,5,primary
3,909,5913,0.1872,0.4832,0.2961,0.0011,0.1397,11.344,56.4854,2022,5,primary
3.1,1012,5810,0.2005,0.4746,0.274,0.001,0.1422,12.0988,57.5187,2022,5,primary
3.2,1095,5727,0.2282,0.4708,0.2425,9e-04,0.1442,12.4066,58.1489,2022,5,primary
3.3,1196,5626,0.2485,0.4643,0.2159,0.0017,0.1466,13.689,58.7132,2022,5,primary
3.4,1484,5338,0.2864,0.4444,0.158,0.002,0.1544,15.6163,60.3254,2022,5,primary
3.5,1484,5338,0.2864,0.4444,0.158,0.002,0.1544,15.6163,60.3254,2022,5,primary
3.6,1676,5146,0.3037,0.4318,0.1281,0.0018,0.1601,16.9574,61.366,2022,5,primary
3.7,1887,4935,0.3219,0.4163,0.0944,0.0021,0.1668,18.2984,63.0441,2022,5,primary
3.8,2138,4684,0.3387,0.3997,0.061,0.0019,0.1757,19.3097,64.583,2022,5,primary
3.9,2709,4113,0.3675,0.3623,-0.0052,0.0081,0.1957,23.1057,68.1958,2022,5,primary
4,2709,4113,0.3675,0.3623,-0.0052,0.0081,0.1957,23.1057,68.1958,2022,5,primary
4.1,3044,3778,0.3967,0.3477,-0.049,0.0112,0.2099,25.033,69.7714,2022,5,primary
4.2,3308,3514,0.4167,0.3371,-0.0796,0.0121,0.224,27.0775,71.7793,2022,5,primary
4.3,3887,2935,0.4361,0.3034,-0.1326,0.0183,0.2576,30.5144,74.9011,2022,5,primary
4.4,3887,2935,0.4361,0.3034,-0.1326,0.0183,0.2576,30.5144,74.9011,2022,5,primary
4.5,4179,2643,0.4507,0.2963,-0.1544,0.023,0.2766,32.8888,76.6891,2022,5,primary
4.6,4553,2269,0.4658,0.2918,-0.174,0.0303,0.3037,34.9406,78.0155,2022,5,primary
4.7,4820,2002,0.4718,0.2774,-0.1944,0.0357,0.3272,36.8606,79.8183,2022,5,primary
4.8,5320,1502,0.4878,0.2681,-0.2197,0.0485,0.3788,40.1656,82.6249,2022,5,primary
4.9,5320,1502,0.4878,0.2681,-0.2197,0.0485,0.3788,40.1656,82.6249,2022,5,primary
5,5536,1286,0.4943,0.2506,-0.2436,0.0538,0.4114,41.3454,84.2225,2022,5,primary
5.1,5739,1083,0.4996,0.2145,-0.2851,0.0587,0.4524,42.4667,86.0838,2022,5,primary
5.2,5885,937,0.507,0.213,-0.294,0.0644,0.4781,43.4486,87.1318,2022,5,primary
5.3,6159,663,0.5201,0.1851,-0.3349,0.0763,0.5385,45.7057,89.6013,2022,5,primary
5.4,6159,663,0.5201,0.1851,-0.3349,0.0763,0.5385,45.7057,89.6013,2022,5,primary
5.5,6309,513,0.5262,0.1466,-0.3797,0.0835,0.5848,46.7903,90.6859,2022,5,primary
2,621,7228,0.0673,0.514,0.4467,0,0.1934,13.1083,53.6306,2021,3,primary
2.1,700,7149,0.071,0.51,0.439,0,0.1956,13.4777,54.1783,2021,3,primary
2.2,766,7083,0.0557,0.5056,0.4499,0,0.1974,13.8344,54.6688,2021,3,primary
2.3,859,6990,0.0738,0.501,0.4272,0,0.2,13.8344,55.2038,2021,3,primary
2.4,947,6902,0.0679,0.4954,0.4275,0,0.2025,13.8344,55.828,2021,3,primary
2.5,1060,6789,0.0966,0.4905,0.3939,0,0.2059,14.5127,56.8153,2021,3,primary
2.6,1173,6676,0.126,0.486,0.36,9e-04,0.2093,15.6943,57.3885,2021,3,primary
2.7,1347,6502,0.147,0.4773,0.3304,7e-04,0.2149,16.6815,58.5287,2021,3,primary
2.8,1477,6372,0.1506,0.4699,0.3193,7e-04,0.2192,16.6815,59.0955,2021,3,primary
2.9,1664,6185,0.193,0.465,0.272,0.0012,0.2257,18.3822,60.1338,2021,3,primary
3,1821,6028,0.2058,0.4594,0.2537,0.0022,0.2313,18.8917,61.1529,2021,3,primary
3.1,2027,5822,0.2196,0.4507,0.2312,0.0025,0.2393,19.4522,62.4459,2021,3,primary
3.2,2264,5585,0.2403,0.4454,0.2051,0.0044,0.2485,21.051,63.414,2021,3,primary
3.3,2533,5316,0.2447,0.4318,0.1871,0.0067,0.2598,22.0828,64.9682,2021,3,primary
3.4,3200,4649,0.2938,0.4066,0.1129,0.0103,0.2936,25.465,68.6115,2021,3,primary
3.5,3200,4649,0.2938,0.4066,0.1129,0.0103,0.2936,25.465,68.6115,2021,3,primary
3.6,3589,4260,0.3127,0.3882,0.0755,0.012,0.3181,27,70.5541,2021,3,primary
3.7,3983,3866,0.3301,0.3667,0.0367,0.0158,0.3453,29.1656,72.8599,2021,3,primary
3.8,4402,3447,0.3562,0.3496,-0.0065,0.0241,0.3748,30.9682,75.2102,2021,3,primary
3.9,5241,2608,0.4006,0.3156,-0.0849,0.0439,0.4479,35.4713,79.4841,2021,3,primary
4,5241,2608,0.4006,0.3156,-0.0849,0.0439,0.4479,35.4713,79.4841,2021,3,primary
4.1,5668,2181,0.4185,0.2928,-0.1257,0.0558,0.4961,37.4395,82.0255,2021,3,primary
4.2,5946,1903,0.433,0.2802,-0.1528,0.0656,0.5297,38.8408,83.3121,2021,3,primary
4.3,6482,1367,0.4571,0.2513,-0.2058,0.0884,0.6035,41.6561,86.0191,2021,3,primary
4.4,6482,1367,0.4571,0.2513,-0.2058,0.0884,0.6035,41.6561,86.0191,2021,3,primary
4.5,6737,1112,0.4722,0.231,-0.2411,0.1008,0.6466,43.3694,87.9745,2021,3,primary
4.6,6966,883,0.4846,0.1818,-0.3029,0.1128,0.6931,44.7134,89.8599,2021,3,primary
4.7,7156,693,0.4953,0.1597,-0.3356,0.1251,0.7258,45.707,90.5605,2021,3,primary
4.8,7479,370,0.5164,0.1092,-0.4073,0.1485,0.7757,47.6178,92.5796,2021,3,primary
4.9,7479,370,0.5164,0.1092,-0.4073,0.1485,0.7757,47.6178,92.5796,2021,3,primary
5,7590,259,0.5242,0.1241,-0.4001,0.1577,0.7761,48.1656,93.2484,2021,3,primary
5.1,7671,178,0.5296,0.0876,-0.442,0.1637,0.7978,48.7325,94.3885,2021,3,primary
5.2,7712,137,0.5326,0.1017,-0.4309,0.167,0.8029,49.3248,94.3885,2021,3,primary
5.3,7780,69,0.537,0.1695,-0.3675,0.1724,0.8261,49.3248,94.7962,2021,3,primary
5.4,7780,69,0.537,0.1695,-0.3675,0.1724,0.8261,49.3248,94.7962,2021,3,primary
5.5,7808,41,0.5385,,,0.1743,,49.8854,,2021,3,primary
2,402,7887,0.0858,0.5517,0.466,0,0.1959,10.8806,52.3824,2022,4,primary
2.1,449,7840,0.0593,0.5487,0.4894,0,0.1971,10.5549,52.9312,2022,4,primary
2.2,490,7799,0.0683,0.5469,0.4785,0,0.1981,10.7177,52.9312,2022,4,primary
2.3,534,7755,0.0328,0.5436,0.5108,0,0.1992,10.0121,53.4379,2022,4,primary
2.4,582,7707,0.0471,0.5409,0.4938,0,0.2005,10.2051,53.4379,2022,4,primary
2.5,645,7644,0.0658,0.5376,0.4718,0,0.2021,10.8806,53.9204,2022,4,primary
2.6,700,7589,0.0813,0.5347,0.4534,0,0.2036,11.0645,54.3848,2022,4,primary
2.7,771,7518,0.101,0.5315,0.4304,0,0.2055,11.2485,54.3848,2022,4,primary
2.8,843,7446,0.1187,0.5286,0.4099,0.0012,0.2074,11.6828,54.8613,2022,4,primary
2.9,915,7374,0.1368,0.5253,0.3884,0.0011,0.2094,11.6828,55.38,2022,4,primary
3,991,7298,0.1431,0.5222,0.3791,0.001,0.2116,12.0808,55.9107,2022,4,primary
3.1,1104,7185,0.1428,0.5155,0.3727,9e-04,0.2149,12.4487,56.4717,2022,4,primary
3.2,1223,7066,0.1555,0.5093,0.3538,8e-04,0.2185,13.2509,57.0989,2022,4,primary
3.3,1360,6929,0.17,0.5019,0.3319,7e-04,0.2228,13.655,58.1725,2022,4,primary
3.4,1702,6587,0.2054,0.4854,0.28,0.0029,0.2338,15.0121,59.8251,2022,4,primary
3.5,1702,6587,0.2054,0.4854,0.28,0.0029,0.2338,15.0121,59.8251,2022,4,primary
3.6,1902,6387,0.2259,0.4752,0.2493,0.0032,0.241,16.3269,60.8926,2022,4,primary
3.7,2142,6147,0.2544,0.4638,0.2095,0.0033,0.2502,17.4427,62.5513,2022,4,primary
3.8,2436,5853,0.2834,0.4516,0.1681,0.0037,0.2624,18.7696,64.1556,2022,4,primary
3.9,3177,5112,0.3265,0.4188,0.0923,0.0076,0.2975,22.31,67.8347,2022,4,primary
4,3177,5112,0.3265,0.4188,0.0923,0.0076,0.2975,22.31,67.8347,2022,4,primary
4.1,3616,4673,0.3534,0.3976,0.0442,0.0094,0.3233,24.6019,70.1387,2022,4,primary
4.2,3960,4329,0.3753,0.3855,0.0102,0.0141,0.344,26.4234,71.8396,2022,4,primary
4.3,4651,3638,0.4109,0.3544,-0.0565,0.0241,0.3939,30.2232,75.0422,2022,4,primary
4.4,4651,3638,0.4109,0.3544,-0.0565,0.0241,0.3939,30.2232,75.0422,2022,4,primary
4.5,4966,3323,0.4248,0.3433,-0.0814,0.0318,0.4174,31.6888,76.8938,2022,4,primary
4.6,5435,2854,0.4441,0.3282,-0.1159,0.0434,0.4587,34.24,79.2943,2022,4,primary
4.7,5729,2560,0.4558,0.3186,-0.1372,0.052,0.4871,35.6936,80.8323,2022,4,primary
4.8,6326,1963,0.4793,0.3048,-0.1745,0.0721,0.5548,39.0531,83.6369,2022,4,primary
4.9,6326,1963,0.4793,0.3048,-0.1745,0.0721,0.5548,39.0531,83.6369,2022,4,primary
5,6595,1694,0.4903,0.2961,-0.1942,0.0829,0.5891,40.4403,85.2533,2022,4,primary
5.1,6836,1453,0.4977,0.2822,-0.2154,0.0923,0.629,41.7853,86.7129,2022,4,primary
5.2,6984,1305,0.5041,0.2824,-0.2217,0.1004,0.6467,42.8227,87.5452,2022,4,primary
5.3,7353,936,0.5174,0.2261,-0.2912,0.1185,0.7201,44.427,90.2593,2022,4,primary
5.4,7353,936,0.5174,0.2261,-0.2912,0.1185,0.7201,44.427,90.2593,2022,4,primary
5.5,7478,811,0.5231,0.2215,-0.3015,0.1249,0.7534,45.5368,90.7539,2022,4,primary
2,536,6710,0.0876,0.5195,0.432,0,0.1125,9.842,53.4359,2023,5,primary
2.1,600,6646,0.0816,0.5141,0.4325,0,0.1136,9.9972,54.0086,2023,5,primary
2.2,650,6596,0.0825,0.5104,0.4279,0,0.1145,9.9972,54.6433,2023,5,primary
2.3,694,6552,0.1078,0.5083,0.4005,0,0.1152,10.3215,54.6433,2023,5,primary
2.4,733,6513,0.1184,0.5058,0.3874,0,0.1159,10.6734,55.2504,2023,5,primary
2.5,785,6461,0.117,0.5014,0.3844,0,0.1169,10.6734,55.2504,2023,5,primary
2.6,853,6393,0.137,0.4968,0.3598,0,0.1181,11.4323,55.7817,2023,5,primary
2.7,926,6320,0.1576,0.4923,0.3347,0,0.1195,12.0947,56.3613,2023,5,primary
2.8,995,6251,0.145,0.4858,0.3408,0,0.1208,12.0947,56.9684,2023,5,primary
2.9,1064,6182,0.1654,0.4813,0.3159,0,0.1221,12.0947,56.9684,2023,5,primary
3,1134,6112,0.1779,0.4763,0.2984,0,0.1235,12.5845,57.4997,2023,5,primary
3.1,1244,6002,0.1932,0.4687,0.2755,0,0.1258,13.4124,58.3552,2023,5,primary
3.2,1338,5908,0.2009,0.4626,0.2617,0,0.1278,13.8678,58.8795,2023,5,primary
3.3,1467,5779,0.2243,0.4543,0.23,0,0.1306,14.8475,59.8455,2023,5,primary
3.4,1606,5640,0.262,0.4491,0.1871,6e-04,0.1337,15.5927,60.4112,2023,5,primary
3.5,1758,5488,0.2789,0.442,0.1631,0.0017,0.137,16.9242,61.4116,2023,5,primary
3.6,1947,5299,0.2929,0.4303,0.1374,0.0026,0.1415,17.904,62.412,2023,5,primary
3.7,2151,5095,0.2984,0.4144,0.116,0.0023,0.1472,18.6836,64.0472,2023,5,primary
3.8,2412,4834,0.3239,0.3994,0.0755,0.0029,0.1547,20.7465,65.3581,2023,5,primary
3.9,2704,4542,0.3458,0.3825,0.0367,0.0037,0.164,22.3265,66.9449,2023,5,primary
4,3043,4203,0.3656,0.3592,-0.0065,0.0046,0.1763,24.1065,69.139,2023,5,primary
4.1,3405,3841,0.3872,0.3374,-0.0498,0.0056,0.1916,26.3281,71.195,2023,5,primary
4.2,3690,3556,0.4064,0.3263,-0.0801,0.0092,0.2028,27.9495,72.5956,2023,5,primary
4.3,4315,2931,0.4318,0.29,-0.1418,0.0137,0.2375,31.9029,76.0246,2023,5,primary
4.4,4315,2931,0.4318,0.29,-0.1418,0.0137,0.2375,31.9029,76.0246,2023,5,primary
4.5,4603,2643,0.4469,0.2783,-0.1686,0.0169,0.2561,33.4276,77.2596,2023,5,primary
4.6,4980,2266,0.4664,0.2749,-0.1915,0.0235,0.2816,36.1943,79.1776,2023,5,primary
4.7,5305,1941,0.4721,0.2431,-0.229,0.0281,0.3122,37.8846,81.1025,2023,5,primary
4.8,5585,1661,0.4865,0.2628,-0.2237,0.0381,0.3263,39.4439,81.9374,2023,5,primary
4.9,5825,1421,0.4938,0.2562,-0.2376,0.0433,0.354,41.2447,83.8071,2023,5,primary
5,6062,1184,0.4992,0.2316,-0.2676,0.0483,0.3902,42.3417,85.7872,2023,5,primary
5.1,6276,970,0.5077,0.2432,-0.2645,0.0564,0.4134,43.9492,86.9049,2023,5,primary
5.2,6422,824,0.5126,0.2319,-0.2807,0.0609,0.4417,44.4943,87.9812,2023,5,primary
5.3,6608,638,0.5196,0.2394,-0.2803,0.0676,0.4828,45.7224,89.1265,2023,5,primary
5.4,6707,539,0.5237,0.2445,-0.2791,0.0719,0.5065,46.3226,89.6647,2023,5,primary
5.5,6825,421,0.5293,0.2371,-0.2922,0.0763,0.5558,47.3989,91.6586,2023,5,primary
2,877,6044,0.0892,0.5054,0.4162,0.0011,0.0991,13.132,56.0026,2024,6,primary
2.1,994,5927,0.106,0.4982,0.3922,0.001,0.1011,13.6232,56.9561,2024,6,primary
2.2,1077,5844,0.1133,0.4919,0.3785,9e-04,0.1025,13.6232,57.4617,2024,6,primary
2.3,1156,5765,0.1255,0.4862,0.3607,9e-04,0.1039,14.0133,58.3719,2024,6,primary
2.4,1299,5622,0.1391,0.4752,0.3362,8e-04,0.1065,14.714,58.9208,2024,6,primary
2.5,1420,5501,0.1454,0.4651,0.3197,7e-04,0.1089,15.1401,60.0188,2024,6,primary
2.6,1532,5389,0.176,0.4608,0.2848,7e-04,0.1112,15.5374,60.5966,2024,6,primary
2.7,1688,5233,0.2014,0.4507,0.2493,6e-04,0.1145,16.4837,61.8535,2024,6,primary
2.8,1822,5099,0.2221,0.442,0.2198,0.0011,0.1173,17.0615,62.547,2024,6,primary
2.9,1963,4958,0.2477,0.4357,0.188,0.001,0.1206,18.0367,63.291,2024,6,primary
3,2107,4814,0.2741,0.4298,0.1557,0.0014,0.124,19.1997,64.4828,2024,6,primary
3.1,2397,4524,0.2911,0.4068,0.1157,0.0017,0.1317,20.9116,66.3753,2024,6,primary
3.2,2645,4276,0.316,0.3944,0.0784,0.003,0.1384,22.5441,67.6972,2024,6,primary
3.3,2907,4014,0.3394,0.3823,0.0429,0.0045,0.1462,24.0537,68.9541,2024,6,primary
3.4,3557,3364,0.3818,0.3445,-0.0373,0.0062,0.1718,28.0266,72.6452,2024,6,primary
3.5,3557,3364,0.3818,0.3445,-0.0373,0.0062,0.1718,28.0266,72.6452,2024,6,primary
3.6,3911,3010,0.4042,0.3245,-0.0797,0.0079,0.189,30.5836,74.8555,2024,6,primary
3.7,4232,2689,0.421,0.3076,-0.1133,0.0111,0.2057,32.1656,76.9575,2024,6,primary
3.8,4576,2345,0.4373,0.2877,-0.1497,0.0151,0.2264,34.412,78.6984,2024,6,primary
3.9,5277,1644,0.4744,0.2519,-0.2225,0.0246,0.2859,39.1722,82.9674,2024,6,primary
4,5277,1644,0.4744,0.2519,-0.2225,0.0246,0.2859,39.1722,82.9674,2024,6,primary
4.1,5591,1330,0.4888,0.2324,-0.2564,0.0309,0.3211,40.9997,84.9177,2024,6,primary
4.2,5802,1119,0.4998,0.2254,-0.2744,0.0348,0.3557,42.6828,86.1962,2024,6,primary
4.3,6247,674,0.5181,0.2265,-0.2915,0.0504,0.4228,45.4132,88.9049,2024,6,primary
4.4,6247,674,0.5181,0.2265,-0.2915,0.0504,0.4228,45.4132,88.9049,2024,6,primary
4.5,6413,508,0.5253,0.2145,-0.3108,0.0571,0.4606,46.4244,90.2629,2024,6,primary
4.6,6578,343,0.5345,0.1887,-0.3458,0.064,0.5219,47.4646,92.1121,2024,6,primary
4.7,6657,264,0.5394,0.1723,-0.3671,0.0677,0.5644,48.0208,93.0259,2024,6,primary
4.8,6793,128,0.5475,0.1354,-0.4122,0.0758,0.6641,48.996,94.9798,2024,6,primary
4.9,6793,128,0.5475,0.1354,-0.4122,0.0758,0.6641,48.996,94.9798,2024,6,primary
5,6834,87,0.5508,0.1452,-0.4056,0.0787,0.7126,49.5522,95.3193,2024,6,primary
5.1,6868,53,0.5537,0.1831,-0.3706,0.0814,0.7736,49.5522,95.471,2024,6,primary
5.2,6880,41,0.5546,,,0.0824,,49.5522,,2024,6,primary
5.3,6904,17,0.557,,,0.0852,,49.8447,,2024,6,primary
5.4,6904,17,0.557,,,0.0852,,49.8447,,2024,6,primary
5.5,6907,14,0.557,,,0.0851,,50.1372,,2024,6,primary
2,1084,6335,0.0356,0.4859,0.4503,0,0.0743,18.7197,56.7588,2025,7,primary
2.1,1223,6196,0.0482,0.4795,0.4313,0,0.076,19.2049,57.7493,2025,7,primary
2.2,1327,6092,0.0568,0.4748,0.418,0,0.0773,19.2049,58.6725,2025,7,primary
2.3,1414,6005,0.0591,0.47,0.4109,0,0.0784,19.4239,59.124,2025,7,primary
2.4,1550,5869,0.0714,0.4628,0.3914,0,0.0803,20.1617,60.0606,2025,7,primary
2.5,1637,5782,0.0725,0.4581,0.3856,0,0.0815,20.1617,60.6199,2025,7,primary
2.6,1742,5677,0.0796,0.453,0.3734,0,0.083,20.1617,61.0849,2025,7,primary
2.7,1910,5509,0.1004,0.4438,0.3434,0,0.0855,20.6536,62.3787,2025,7,primary
2.8,2053,5366,0.1082,0.4348,0.3265,5e-04,0.0876,21.0512,63.093,2025,7,primary
2.9,2193,5226,0.1178,0.4251,0.3073,5e-04,0.0899,21.5364,63.7668,2025,7,primary
3,2345,5074,0.1427,0.4185,0.2758,4e-04,0.0926,22.062,64.6833,2025,7,primary
3.1,2632,4787,0.1828,0.4036,0.2208,4e-04,0.0982,23.4704,66.5027,2025,7,primary
3.2,2881,4538,0.2221,0.3962,0.1741,7e-04,0.1033,25.0943,67.9111,2025,7,primary
3.3,3127,4292,0.2469,0.3892,0.1423,0.0022,0.1081,26.0984,68.7938,2025,7,primary
3.4,3703,3716,0.2947,0.3594,0.0647,0.003,0.1238,29.1105,72.3248,2025,7,primary
3.5,3703,3716,0.2947,0.3594,0.0647,0.003,0.1238,29.1105,72.3248,2025,7,primary
3.6,4002,3417,0.3153,0.3492,0.0339,0.0042,0.1329,30.7345,73.8881,2025,7,primary
3.7,4328,3091,0.3357,0.3389,0.0033,0.0049,0.1456,32.4259,75.4447,2025,7,primary
3.8,4662,2757,0.3581,0.3275,-0.0306,0.0064,0.16,34.0296,77.2507,2025,7,primary
3.9,5330,2089,0.3897,0.3064,-0.0833,0.0101,0.1996,37.3585,81.1321,2025,7,primary
4,5330,2089,0.3897,0.3064,-0.0833,0.0101,0.1996,37.3585,81.1321,2025,7,primary
4.1,5691,1728,0.4064,0.2796,-0.1268,0.0132,0.2292,39.562,83.4569,2025,7,primary
4.2,5908,1511,0.419,0.2638,-0.1551,0.0161,0.2488,40.2628,84.7776,2025,7,primary
4.3,6374,1045,0.4489,0.2417,-0.2072,0.0234,0.3081,43.2682,87.6078,2025,7,primary
4.4,6374,1045,0.4489,0.2417,-0.2072,0.0234,0.3081,43.2682,87.6078,2025,7,primary
4.5,6565,854,0.4598,0.2506,-0.2093,0.0277,0.3384,44.4677,88.8005,2025,7,primary
4.6,6783,636,0.4742,0.2534,-0.2208,0.0327,0.3915,46.0108,90.438,2025,7,primary
4.7,6918,501,0.4829,0.2381,-0.2448,0.0363,0.4391,46.5633,91.9946,2025,7,primary
4.8,7143,276,0.4998,0.2699,-0.2299,0.0451,0.5399,48.093,94.2251,2025,7,primary
4.9,7143,276,0.4998,0.2699,-0.2299,0.0451,0.5399,48.093,94.2251,2025,7,primary
5,7216,203,0.5041,0.2333,-0.2708,0.0479,0.6158,48.5108,95.2426,2025,7,primary
5.1,7269,150,0.5077,0.1671,-0.3406,0.0508,0.68,48.996,95.9299,2025,7,primary
5.2,7294,125,0.5103,0.1686,-0.3417,0.0529,0.68,48.996,96.1927,2025,7,primary
5.3,7350,69,0.5152,0.1735,-0.3417,0.0573,0.7246,49.5013,97.0957,2025,7,primary
5.4,7350,69,0.5152,0.1735,-0.3417,0.0573,0.7246,49.5013,97.0957,2025,7,primary
5.5,7373,46,0.5175,,,0.059,,49.5013,,2025,7,primary
2,872,6243,0.1455,0.4747,0.3292,0,0,12.4578,55.6071,2026,8,ilearn_2026
2.1,960,6155,0.1537,0.4694,0.3157,0,0,12.9708,56.5346,2026,8,ilearn_2026
2.2,1029,6086,0.1681,0.4648,0.2967,0,0,13.5469,56.5346,2026,8,ilearn_2026
